trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,depart,trip_mode,mode_choice_logsum
11828957,36063,10671,1478619,social,1,FALSE,1,Home,97,82,NA,20,DRIVEALONEFREE,-0.5791354618242271
13707369,41790,13180,1713421,school,1,TRUE,1,school,1035,1032,NA,7,WALK,-0.7968189404215243
13707373,41790,13180,1713421,school,1,FALSE,1,Home,1032,1035,NA,18,WALK,-0.7966890079057071
14183753,43243,13798,1772969,eatout,1,TRUE,1,eatout,961,1033,NA,8,TNC_SINGLE,0.0024362084886548696
14183757,43243,13798,1772969,eatout,1,FALSE,1,Home,1033,961,NA,8,DRIVEALONEFREE,0.058935494833064705
14184017,43243,13798,1773002,work,1,TRUE,4,escort,1056,1033,10.736496825005293,8,DRIVEALONEFREE,-0.2698615095095615
14184018,43243,13798,1773002,work,2,TRUE,4,escort,1184,1056,11.047886842456203,9,DRIVEALONEFREE,-0.6158374393750276
14184019,43243,13798,1773002,work,3,TRUE,4,escort,701,1184,10.599105090713383,9,DRIVEALONEFREE,-0.9271900614943175
14184020,43243,13798,1773002,work,4,TRUE,4,work,1068,701,NA,12,DRIVEALONEFREE,-1.4933944559376924
14184021,43243,13798,1773002,work,1,FALSE,4,escort,1030,1068,10.013491580921736,17,DRIVEALONEFREE,-1.4317125226093306
14184022,43243,13798,1773002,work,2,FALSE,4,work,1027,1030,14.081047845207474,19,DRIVEALONEFREE,0.029027935088927204
14184023,43243,13798,1773002,work,3,FALSE,4,shopping,960,1027,11.30100682190937,21,DRIVEALONEFREE,-0.37523211266452045
14184024,43243,13798,1773002,work,4,FALSE,4,Home,1033,960,NA,21,DRIVEALONEFREE,-0.3229829456910631
18177745,55419,20441,2272218,work,1,TRUE,2,escort,1120,1046,10.586394934294928,9,DRIVEALONEFREE,-0.35234490067960256
18177746,55419,20441,2272218,work,2,TRUE,2,work,636,1120,NA,9,DRIVEALONEFREE,-1.0376239586171194
18177749,55419,20441,2272218,work,1,FALSE,1,Home,1046,636,NA,13,DRIVEALONEFREE,-0.8236334817046297
20031161,61070,23267,2503895,othdiscr,1,TRUE,1,othdiscr,1078,1068,NA,13,SHARED2FREE,0.3826272767969617
20031033,61070,23267,2503879,escort,1,TRUE,1,escort,1068,1068,NA,15,SHARED3FREE,1.2512391706029762
20031165,61070,23267,2503895,othdiscr,1,FALSE,2,othmaint,1085,1078,14.509961619335343,15,SHARED2FREE,0.3892482852014847
20031166,61070,23267,2503895,othdiscr,2,FALSE,2,Home,1068,1085,NA,15,SHARED2FREE,0.4569399156404213
20031037,61070,23267,2503879,escort,1,FALSE,1,Home,1068,1068,NA,16,SHARED3FREE,1.1846482083525807
20031225,61070,23267,2503903,shopping,1,TRUE,1,shopping,1083,1068,NA,18,DRIVEALONEFREE,-0.14035875393883993
20031229,61070,23267,2503903,shopping,1,FALSE,2,shopping,1194,1083,10.45551058388888,20,DRIVEALONEFREE,-0.7243227694330688
20031230,61070,23267,2503903,shopping,2,FALSE,2,Home,1068,1194,NA,20,DRIVEALONEFREE,-1.164116379337124
20325817,61968,23679,2540727,work,1,TRUE,1,work,1137,1084,NA,7,DRIVEALONEFREE,-0.43625479563700587
20325753,61968,23679,2540719,univ,1,TRUE,1,univ,1067,1084,NA,17,WALK_LRF,-0.38370627436669175
20325757,61968,23679,2540719,univ,1,FALSE,2,othmaint,1007,1067,11.366453134985457,17,WALK_LOC,-0.6655147444310062
20325758,61968,23679,2540719,univ,2,FALSE,2,Home,1084,1007,NA,17,WALK_LRF,-0.5802660894185807
20325821,61968,23679,2540727,work,1,FALSE,1,Home,1084,1137,NA,17,DRIVEALONEFREE,-0.4426035058070418
20613753,62846,24036,2576719,shopping,1,TRUE,2,othmaint,1169,1084,15.94523221087457,13,SHARED2FREE,0.6780921702068415
20613754,62846,24036,2576719,shopping,2,TRUE,2,shopping,1268,1169,NA,13,SHARED2FREE,0.813502486948147
20613757,62846,24036,2576719,shopping,1,FALSE,3,shopping,1152,1268,14.537622538120441,13,SHARED2FREE,0.43074770091941944
20613758,62846,24036,2576719,shopping,2,FALSE,3,shopping,1210,1152,14.150345289015222,13,SHARED2FREE,0.1559200686514377
20613759,62846,24036,2576719,shopping,3,FALSE,3,Home,1084,1210,NA,13,SHARED2FREE,0.23751973479763466
21186113,64591,24796,2648264,shopping,1,TRUE,2,othmaint,1265,1063,9.00178218847215,13,BIKE,-2.643475683527784
21186114,64591,24796,2648264,shopping,2,TRUE,2,shopping,1130,1265,NA,13,BIKE,-1.500812352713031
21186117,64591,24796,2648264,shopping,1,FALSE,3,social,1010,1130,9.26839147952058,13,BIKE,-0.8294381415724196
21186118,64591,24796,2648264,shopping,2,FALSE,3,shopping,1079,1010,9.267198451817228,13,BIKE,-0.33120452019557106
21186119,64591,24796,2648264,shopping,3,FALSE,3,Home,1063,1079,NA,13,BIKE,-0.6633749586666452
21186121,64591,24796,2648265,shopping,1,TRUE,1,shopping,798,1063,NA,17,WALK_LOC,-0.6829837627300862
21186125,64591,24796,2648265,shopping,1,FALSE,1,Home,1063,798,NA,17,WALK_LOC,-0.6792752969573177
21522409,65617,25338,2690301,atwork,1,TRUE,1,atwork,1067,1067,NA,12,SHARED3FREE,3.5791713012712836
21522689,65617,25338,2690336,work,1,TRUE,1,work,1067,1064,NA,12,WALK,-1.1694123213860126
21522413,65617,25338,2690301,atwork,1,FALSE,1,Work,1067,1067,NA,13,SHARED3FREE,3.5243230654561994
21522693,65617,25338,2690336,work,1,FALSE,3,othmaint,1067,1067,8.956781069306167,17,WALK,-1.0020827111778456
21522694,65617,25338,2690336,work,2,FALSE,3,escort,1068,1067,7.546873832232796,18,WALK,-1.2395707802093465
21522695,65617,25338,2690336,work,3,FALSE,3,Home,1064,1068,NA,19,WALK,-2.386034000242007
21641033,65978,25575,2705129,school,1,TRUE,1,school,1293,1065,NA,7,DRIVEALONEFREE,-0.4918555575950266
21641037,65978,25575,2705129,school,1,FALSE,2,social,1144,1293,12.070381736985917,14,DRIVEALONEFREE,-0.41130070048966877
21641038,65978,25575,2705129,school,2,FALSE,2,Home,1065,1144,NA,15,DRIVEALONEFREE,-0.32619178304211477
22290473,67958,26566,2786309,univ,1,TRUE,1,univ,1067,1080,NA,8,SHARED2FREE,-0.5402299734065196
22290537,67958,26566,2786317,work,1,TRUE,1,work,1137,1080,NA,8,SHARED2FREE,0.45678888605631923
22290541,67958,26566,2786317,work,1,FALSE,1,Home,1080,1137,NA,8,SHARED2FREE,0.4497729708391474
22290477,67958,26566,2786309,univ,1,FALSE,3,othmaint,1226,1067,11.523421453553697,11,SHARED2FREE,-0.7990807904787505
22290478,67958,26566,2786309,univ,2,FALSE,3,shopping,775,1226,11.061404256770123,12,WALK_LRF,-0.7958009225188434
22290479,67958,26566,2786309,univ,3,FALSE,3,Home,1080,775,NA,12,WALK_LOC,-0.7794346658616362
24815481,75656,30764,3101935,work,1,TRUE,1,work,1069,1077,NA,5,SHARED2FREE,0.6114833210721706
24815485,75656,30764,3101935,work,1,FALSE,3,work,1114,1069,16.58526423647503,22,SHARED2FREE,0.22954160044705368
24815486,75656,30764,3101935,work,2,FALSE,3,social,1076,1114,15.879343473817693,22,SHARED2FREE,0.5523189338200156
24815487,75656,30764,3101935,work,3,FALSE,3,Home,1077,1076,NA,22,SHARED2FREE,0.8015635548462219
24829257,75698,30777,3103657,work,1,TRUE,1,work,751,1077,NA,7,TNC_SINGLE,0.3911117732699722
24828977,75698,30777,3103622,atwork,1,TRUE,1,atwork,1413,751,NA,12,WALK_LOC,0.11153843560153065
24828981,75698,30777,3103622,atwork,1,FALSE,1,Work,751,1413,NA,13,TNC_SINGLE,0.13777722784887225
24829261,75698,30777,3103657,work,1,FALSE,1,Home,1077,751,NA,17,TNC_SINGLE,0.343011081162528
24829169,75698,30777,3103646,othmaint,1,TRUE,1,othmaint,1067,1077,NA,18,TNC_SINGLE,0.9844559455460153
24829173,75698,30777,3103646,othmaint,1,FALSE,1,Home,1077,1067,NA,19,WALK_LOC,0.9879679527193992
25116521,76574,31149,3139565,univ,1,TRUE,3,othdiscr,1062,1078,12.447984907609696,7,WALK_LOC,-0.6768815211194974
25116522,76574,31149,3139565,univ,2,TRUE,3,escort,1066,1062,11.670174399014245,8,WALK_LOC,-0.7508894966853051
25116523,76574,31149,3139565,univ,3,TRUE,3,univ,1067,1066,NA,9,WALK_LOC,-0.7112333864394031
25116525,76574,31149,3139565,univ,1,FALSE,1,Home,1078,1067,NA,13,WALK_LOC,-0.6445079283292706
25295953,77121,31487,3161994,shopping,1,TRUE,1,shopping,1095,1079,NA,12,WALK_LOC,-0.5403818666259477
25295957,77121,31487,3161994,shopping,1,FALSE,1,Home,1079,1095,NA,12,WALK_LOC,-0.5742108021092409
25891601,78937,32503,3236450,shopping,1,TRUE,1,shopping,961,1053,NA,12,DRIVEALONEFREE,-0.12703331734432602
25891605,78937,32503,3236450,shopping,1,FALSE,1,Home,1053,961,NA,14,TNC_SHARED,-0.75366481883243
25891625,78937,32503,3236453,social,1,TRUE,1,social,1067,1053,NA,17,WALK,-3.0229751903971387
25891629,78937,32503,3236453,social,1,FALSE,1,Home,1053,1067,NA,21,WALK,-3.0226377711433483
25963065,79155,32659,3245383,othmaint,1,TRUE,1,othmaint,1115,1054,NA,9,SHARED3FREE,1.6617040744789329
25963069,79155,32659,3245383,othmaint,1,FALSE,1,Home,1054,1115,NA,12,SHARED3FREE,1.6646780992461587
26206529,79897,33209,3275816,work,1,TRUE,1,work,966,1055,NA,5,WALK,-1.072492531367736
26206249,79897,33209,3275781,atwork,1,TRUE,1,atwork,971,966,NA,10,SHARED3FREE,2.875327680264842
26206253,79897,33209,3275781,atwork,1,FALSE,1,Work,966,971,NA,10,SHARED3FREE,2.8747817300193117
26206533,79897,33209,3275816,work,1,FALSE,1,Home,1055,966,NA,16,WALK,-1.0724925037791657
27065449,82516,34972,3383181,othdiscr,1,TRUE,1,othdiscr,1088,1073,NA,7,WALK,-3.1815135938988313
27065453,82516,34972,3383181,othdiscr,1,FALSE,1,Home,1073,1088,NA,9,WALK,-3.183041047645339
27065561,82516,34972,3383195,work,1,TRUE,2,shopping,1077,1073,14.172611894265529,9,TNC_SINGLE,0.7046122966725699
27065562,82516,34972,3383195,work,2,TRUE,2,work,952,1077,NA,10,WALK_LOC,0.32213993393832857
27065565,82516,34972,3383195,work,1,FALSE,1,Home,1073,952,NA,18,TNC_SINGLE,0.3738122375805068
27755345,84619,36190,3469418,work,1,TRUE,1,work,715,1076,NA,6,WALK_LOC,-0.6299438055530384
27755065,84619,36190,3469383,atwork,1,TRUE,1,atwork,844,715,NA,16,SHARED3FREE,2.7824838057198735
27755069,84619,36190,3469383,atwork,1,FALSE,1,Work,715,844,NA,16,SHARED3FREE,2.7822047866503894
27755349,84619,36190,3469418,work,1,FALSE,1,Home,1076,715,NA,16,WALK_LRF,-0.6343489587150288
30518025,93042,41886,3814753,univ,1,TRUE,1,univ,942,941,NA,7,WALK,-0.5807987532819715
30518029,93042,41886,3814753,univ,1,FALSE,4,othdiscr,965,942,8.849126034338015,15,WALK,-1.2745618703513828
30518030,93042,41886,3814753,univ,2,FALSE,4,escort,962,965,8.123775252788617,15,WALK,-0.4803818228545093
30518031,93042,41886,3814753,univ,3,FALSE,4,work,977,962,11.081874021219042,15,WALK,-0.5051635975386572
30518032,93042,41886,3814753,univ,4,FALSE,4,Home,941,977,NA,15,WALK,-1.7195951520830322
30584585,93245,42005,3823073,othmaint,1,TRUE,1,othmaint,1129,941,NA,12,DRIVEALONEFREE,-0.34065358321971734
30584589,93245,42005,3823073,othmaint,1,FALSE,4,othmaint,1185,1129,11.383966104782225,22,DRIVEALONEFREE,-0.17456729139489346
30584590,93245,42005,3823073,othmaint,2,FALSE,4,shopping,960,1185,11.001168068654694,22,DRIVEALONEFREE,-1.1419482716651592
30584591,93245,42005,3823073,othmaint,3,FALSE,4,shopping,941,960,10.438500718526448,22,DRIVEALONEFREE,-0.46619089251422796
30584592,93245,42005,3823073,othmaint,4,FALSE,4,Home,941,941,NA,22,TNC_SHARED,-0.5526962981906717
30873729,94127,42642,3859216,escort,1,TRUE,1,escort,959,949,NA,12,TNC_SINGLE,-0.006586201604755998
30873733,94127,42642,3859216,escort,1,FALSE,1,Home,949,959,NA,12,TNC_SHARED,-0.00669298909835459
31213097,95161,43371,3901637,social,1,TRUE,1,social,1155,951,NA,18,TNC_SINGLE,0.9222974434645705
31213101,95161,43371,3901637,social,1,FALSE,1,Home,951,1155,NA,21,TNC_SINGLE,0.9004013082941029
31703065,96655,44457,3962883,othmaint,1,TRUE,1,othmaint,961,956,NA,14,DRIVEALONEFREE,-0.04517595746795723
31703069,96655,44457,3962883,othmaint,1,FALSE,1,Home,956,961,NA,14,DRIVEALONEFREE,-0.043887045465575425
31703105,96655,44457,3962888,shopping,1,TRUE,2,shopping,1129,956,9.921777980805816,15,DRIVEALONEFREE,-0.88951014999907
31703106,96655,44457,3962888,shopping,2,TRUE,2,shopping,798,1129,NA,16,WALK,-0.419837016409036
31703109,96655,44457,3962888,shopping,1,FALSE,1,Home,956,798,NA,16,DRIVEALONEFREE,-2.173415607158819
32594657,99373,45870,4074332,work,1,TRUE,1,work,808,1115,NA,11,TNC_SINGLE,-0.3176276182125319
32594661,99373,45870,4074332,work,1,FALSE,2,escort,1137,808,11.937393363502457,19,WALK_LRF,-0.3819804038651116
32594662,99373,45870,4074332,work,2,FALSE,2,Home,1115,1137,NA,21,TNC_SHARED,0.5919149743192633
34034857,103764,48019,4254357,shopping,1,TRUE,1,shopping,941,1095,NA,8,TNC_SINGLE,0.42023991106346936
34034861,103764,48019,4254357,shopping,1,FALSE,2,eatout,958,941,15.456098858658779,13,TNC_SINGLE,0.6203295638750518
34034862,103764,48019,4254357,shopping,2,FALSE,2,Home,1095,958,NA,13,TNC_SINGLE,0.49577561484376653
34034865,103764,48019,4254358,shopping,1,TRUE,1,shopping,1093,1095,NA,16,WALK_LOC,0.46699660386993186
34034869,103764,48019,4254358,shopping,1,FALSE,4,shopping,1266,1093,14.6043407053518,16,WALK_LRF,0.12840850699851888
34034870,103764,48019,4254358,shopping,2,FALSE,4,escort,1078,1266,14.495536725677368,16,WALK_LOC,0.10225411827869245
34034871,103764,48019,4254358,shopping,3,FALSE,4,othmaint,1040,1078,15.877932039533379,16,TNC_SINGLE,0.49966066639666823
34034872,103764,48019,4254358,shopping,4,FALSE,4,Home,1095,1040,NA,16,WALK_LOC,0.45560662033274607
35202561,107324,49563,4400320,social,1,TRUE,2,othmaint,1137,1119,16.206308312972197,8,SHARED2FREE,0.9431697302379265
35202562,107324,49563,4400320,social,2,TRUE,2,social,1180,1137,NA,8,SHARED2FREE,0.8312345872750794
35202565,107324,49563,4400320,social,1,FALSE,4,eatout,1159,1180,15.45354817687443,15,SHARED2FREE,0.8747725804155788
35202566,107324,49563,4400320,social,2,FALSE,4,othdiscr,771,1159,15.969548148406936,15,SHARED2FREE,0.3214390255856356
35202567,107324,49563,4400320,social,3,FALSE,4,othdiscr,793,771,15.793961318915883,15,SHARED2FREE,0.7329424263227636
35202568,107324,49563,4400320,social,4,FALSE,4,Home,1119,793,NA,15,SHARED2FREE,0.6041830580346933
38276929,116697,54235,4784616,work,1,TRUE,1,work,738,1142,NA,17,WALK_LRF,-1.0903193895092016
38276933,116697,54235,4784616,work,1,FALSE,1,Home,1142,738,NA,20,SHARED2FREE,-1.0279710688108967
39040513,119025,55335,4880064,work,1,TRUE,1,work,688,1121,NA,7,DRIVEALONEFREE,-0.964087008795244
39040233,119025,55335,4880029,atwork,1,TRUE,1,atwork,709,688,NA,10,DRIVEALONEFREE,-0.1775060542808556
39040237,119025,55335,4880029,atwork,1,FALSE,1,Work,688,709,NA,10,DRIVEALONEFREE,-0.18134460345369796
39040517,119025,55335,4880064,work,1,FALSE,1,Home,1121,688,NA,11,DRIVEALONEFREE,-1.0571001471941837
39325873,119895,55796,4915734,work,1,TRUE,1,work,970,1121,NA,7,SHARED2FREE,-0.49241709132575107
39325877,119895,55796,4915734,work,1,FALSE,1,Home,1121,970,NA,17,SHARED2FREE,-0.4780976652819828
40222953,122630,56875,5027869,work,1,TRUE,1,work,1067,1123,NA,6,WALK_LOC,-0.10458648725861244
40222957,122630,56875,5027869,work,1,FALSE,1,Home,1123,1067,NA,19,WALK_LOC,-0.1384088858538127
43809305,133564,61331,5476163,work,1,TRUE,1,work,1108,1145,NA,13,BIKE,-1.7114504180815822
43809177,133564,61331,5476147,atwork,1,TRUE,1,atwork,1067,1108,NA,14,WALK,-3.689557172771267
43809181,133564,61331,5476147,atwork,1,FALSE,1,Work,1108,1067,NA,14,WALK,-3.689510200671451
43809309,133564,61331,5476163,work,1,FALSE,1,Home,1145,1108,NA,17,BIKE,-1.7114518054842347
43809241,133564,61331,5476155,univ,1,TRUE,1,univ,1142,1145,NA,18,WALK,-1.11112750998039
43809245,133564,61331,5476155,univ,1,FALSE,4,eatout,1142,1142,6.34406467058781,18,WALK,-0.9485015553175201
43809246,133564,61331,5476155,univ,2,FALSE,4,othdiscr,1173,1142,7.436111065442264,18,WALK,-1.5230691218022694
43809247,133564,61331,5476155,univ,3,FALSE,4,othmaint,1171,1173,5.693852063062913,18,WALK,-1.208641463637865
43809248,133564,61331,5476155,univ,4,FALSE,4,Home,1145,1171,NA,18,WALK,-1.2879728088987894
44076689,134380,61651,5509586,eatout,1,TRUE,1,eatout,1278,1146,NA,11,SHARED3FREE,2.523445411339402
44076693,134380,61651,5509586,eatout,1,FALSE,1,Home,1146,1278,NA,13,SHARED3FREE,2.525956442649218
44076953,134380,61651,5509619,work,1,TRUE,1,work,973,1146,NA,17,DRIVEALONEFREE,-0.38869342656592265
44076957,134380,61651,5509619,work,1,FALSE,3,work,789,973,14.406695953634104,18,DRIVEALONEFREE,-0.5213180226569595
44076958,134380,61651,5509619,work,2,FALSE,3,othdiscr,1461,789,12.879691550369474,22,DRIVEALONEFREE,-0.5411946393706366
44076959,134380,61651,5509619,work,3,FALSE,3,Home,1146,1461,NA,22,DRIVEALONEFREE,-0.5713074363727259
44484921,135624,62172,5560615,school,1,TRUE,1,school,1050,1147,NA,7,WALK_LOC,-0.9405151275348558
44484925,135624,62172,5560615,school,1,FALSE,1,Home,1147,1050,NA,9,WALK_LOC,-0.9358247830946068
44484929,135624,62172,5560616,school,1,TRUE,1,school,1050,1147,NA,11,WALK_LRF,-0.9405151275348558
44484933,135624,62172,5560616,school,1,FALSE,1,Home,1147,1050,NA,14,WALK_LOC,-0.9345684143156691
45699177,139326,63543,5712397,school,1,TRUE,1,school,1173,1126,NA,8,SHARED2FREE,-0.2440362970447201
45699181,139326,63543,5712397,school,1,FALSE,1,Home,1126,1173,NA,16,SHARED2FREE,-0.24458494426630661
45699153,139326,63543,5712394,othmaint,1,TRUE,1,othmaint,1168,1126,NA,17,DRIVEALONEFREE,-0.10077763685686107
45699157,139326,63543,5712394,othmaint,1,FALSE,1,Home,1126,1168,NA,17,DRIVEALONEFREE,-0.09361246093517275
47425113,144588,65312,5928139,school,1,TRUE,1,school,1128,1107,NA,7,WALK,-1.1227349211672082
47425065,144588,65312,5928133,othdiscr,1,TRUE,1,othdiscr,1063,1107,NA,14,WALK_LOC,0.7891626050097886
47425117,144588,65312,5928139,school,1,FALSE,1,Home,1107,1128,NA,14,WALK,-1.1227354997094576
47425069,144588,65312,5928133,othdiscr,1,FALSE,1,Home,1107,1063,NA,16,TNC_SINGLE,0.8898650165652034
47678369,145360,65528,5959796,social,1,TRUE,1,social,1285,1107,NA,9,SHARED3FREE,1.813372386691354
47678373,145360,65528,5959796,social,1,FALSE,1,Home,1107,1285,NA,13,SHARED3FREE,1.820179284175257
51474665,156934,70287,6434333,work,1,TRUE,1,work,1296,1279,NA,6,DRIVEALONEFREE,-0.46391175842606436
51474385,156934,70287,6434298,atwork,1,TRUE,1,atwork,1296,1296,NA,13,TNC_SINGLE,-0.43258051796487773
51474389,156934,70287,6434298,atwork,1,FALSE,1,Work,1296,1296,NA,13,WALK,-0.43258051796487773
51474669,156934,70287,6434333,work,1,FALSE,1,Home,1279,1296,NA,16,DRIVEALONEFREE,-0.47970600085879045
51832601,158026,70607,6479075,escort,1,TRUE,1,escort,1659,1279,NA,7,SHARED3FREE,1.527729300638762
51832605,158026,70607,6479075,escort,1,FALSE,2,eatout,1645,1659,17.831247936776503,8,SHARED3FREE,1.7953001246486149
51832606,158026,70607,6479075,escort,2,FALSE,2,Home,1279,1645,NA,8,SHARED3FREE,1.6153667166668626
51832793,158026,70607,6479099,shopping,1,TRUE,1,shopping,1113,1279,NA,8,DRIVEALONEFREE,-0.666203573909616
51832797,158026,70607,6479099,shopping,1,FALSE,1,Home,1279,1113,NA,8,DRIVEALONEFREE,-0.6537259824231932
51832609,158026,70607,6479076,escort,1,TRUE,1,escort,1719,1279,NA,15,SHARED2FREE,-0.11851408266311893
51832613,158026,70607,6479076,escort,1,FALSE,1,Home,1279,1719,NA,16,SHARED2FREE,-0.1192680886385606
53694241,163701,74319,6711780,work,1,TRUE,1,work,633,1024,NA,7,DRIVEALONEFREE,-0.7215605882073208
53693961,163701,74319,6711745,atwork,1,TRUE,1,atwork,635,633,NA,10,SHARED3FREE,3.7612187706013707
53693965,163701,74319,6711745,atwork,1,FALSE,1,Work,633,635,NA,10,SHARED3FREE,3.7612187706013707
53694245,163701,74319,6711780,work,1,FALSE,1,Home,1024,633,NA,18,DRIVEALONEFREE,-0.9752011559715889
53962305,164519,74663,6745288,escort,1,TRUE,2,othmaint,1040,1024,15.322115320733916,7,SHARED2FREE,0.5839608908235567
53962306,164519,74663,6745288,escort,2,TRUE,2,escort,1037,1040,NA,8,SHARED2FREE,0.8148173128587669
53962309,164519,74663,6745288,escort,1,FALSE,4,eatout,1300,1037,14.51346780129288,8,DRIVEALONEFREE,-0.27724080469858037
53962310,164519,74663,6745288,escort,2,FALSE,4,shopping,1163,1300,12.530974280342166,8,SHARED2FREE,0.18553595021029923
53962311,164519,74663,6745288,escort,3,FALSE,4,shopping,1009,1163,13.540829836320382,8,SHARED2FREE,0.19223384810576927
53962312,164519,74663,6745288,escort,4,FALSE,4,Home,1024,1009,NA,8,SHARED2FREE,0.08579051210184095
53962497,164519,74663,6745312,shopping,1,TRUE,4,othmaint,1034,1024,18.35278495882687,12,DRIVEALONEFREE,1.295793114238071
53962498,164519,74663,6745312,shopping,2,TRUE,4,social,1266,1034,17.925938458718267,13,SHARED2FREE,0.7757367906247895
53962499,164519,74663,6745312,shopping,3,TRUE,4,othmaint,1195,1266,17.75339187303883,14,SHARED2FREE,1.413259755524508
53962500,164519,74663,6745312,shopping,4,TRUE,4,shopping,944,1195,NA,14,SHARED2FREE,1.0348771652598547
53962501,164519,74663,6745312,shopping,1,FALSE,1,Home,1024,944,NA,14,SHARED2FREE,0.7807228584124114
54755649,166937,75607,6844456,work,1,TRUE,1,work,751,781,NA,7,DRIVEALONEFREE,-0.2977338721429286
54755653,166937,75607,6844456,work,1,FALSE,1,Home,781,751,NA,17,DRIVEALONEFREE,-0.2929014333243629
54754817,166937,75607,6844352,othmaint,1,TRUE,1,othmaint,1009,781,NA,18,TNC_SHARED,0.3292925059811575
54754821,166937,75607,6844352,othmaint,1,FALSE,1,Home,781,1009,NA,21,SHARED2FREE,0.25606277600444866
54875369,167302,75691,6859421,work,1,TRUE,1,work,827,781,NA,8,SHARED2FREE,1.1995407064956947
54875373,167302,75691,6859421,work,1,FALSE,2,escort,833,827,17.856025821534654,21,SHARED3FREE,1.2683498384267178
54875374,167302,75691,6859421,work,2,FALSE,2,Home,781,833,NA,21,SHARED3FREE,1.2142728303323689
55864881,170319,76568,6983110,school,1,TRUE,1,school,778,782,NA,7,WALK,-1.0963108892415563
55864885,170319,76568,6983110,school,1,FALSE,1,Home,782,778,NA,7,WALK,-1.0963108892415563
55900697,170428,76613,6987587,work,1,TRUE,1,work,377,782,NA,13,WALK_COM,-0.20609498237884982
55900701,170428,76613,6987587,work,1,FALSE,4,shopping,505,377,7.256810982560098,18,WALK_LOC,0.07428389666827412
55900702,170428,76613,6987587,work,2,FALSE,4,work,1045,505,14.694640546426973,18,WALK_COM,0.19832193446940616
55900703,170428,76613,6987587,work,3,FALSE,4,shopping,1413,1045,12.125791546199064,19,WALK_COM,0.06688182585975884
55900704,170428,76613,6987587,work,4,FALSE,4,Home,782,1413,NA,19,WALK_COM,0.06420411626145614
56098105,171030,76947,7012263,shopping,1,TRUE,1,shopping,797,783,NA,8,SHARED3FREE,2.6168691214036253
56098109,171030,76947,7012263,shopping,1,FALSE,1,Home,783,797,NA,11,SHARED3FREE,2.615483817031545
