household_id,TAZ,income,hhsize,HHT,auto_ownership,num_workers,sample_rate,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,num_under16_not_at_school,num_travel_active,num_travel_active_adults,num_travel_active_preschoolers,num_travel_active_children,num_travel_active_non_preschoolers,participates_in_jtf_model,joint_tour_frequency,num_hh_joint_tours
357761,1423,71483,2,3,0,2,1,357760,71.483,3,10.44,3.110813034146887,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0.9094642,0,2,2,0,0,2,TRUE,0_tours,0
358433,1425,61755,6,1,3,1,1,358432,61.755,3,10.44,1.1567656219123355,5,3,3,3,0,3,0,1,0,FALSE,TRUE,TRUE,FALSE,-0.3240075,0,6,3,0,3,6,TRUE,0_tours,0
374041,1459,166729,5,3,4,3,1,374040,166.729,4,12.86,45.80253355203964,2,5,5,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.24837336,0,5,5,0,0,5,TRUE,0_tours,0
374089,1459,139115,8,1,2,3,1,374088,139.115,4,12.86,6.233071354610401,5,7,6,2,0,1,1,1,0,FALSE,TRUE,TRUE,FALSE,1.4552883,0,6,4,0,2,6,TRUE,0_tours,0
390729,1537,31907,6,1,2,1,1,390728,31.907,2,8.81,7.700150197190158,5,2,2,4,2,2,0,0,1,FALSE,TRUE,TRUE,FALSE,1,0,5,1,2,4,3,TRUE,0_tours,0
396745,1532,191140,6,1,3,3,1,396744,191.14,4,12.86,32.576335878327306,3,3,2,4,0,3,1,0,0,FALSE,TRUE,TRUE,FALSE,2.91275,1,6,2,0,4,6,TRUE,0_tours,0
415897,1745,354,2,1,1,1,1,415896,0.354,1,6.01,1.2714989858317196,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
417201,1724,56627,5,1,3,2,1,417200,56.627,2,8.81,6.813247102048142,3,3,2,3,0,2,1,0,0,FALSE,TRUE,TRUE,FALSE,1.5684166,0,5,2,0,3,5,TRUE,0_tours,0
424073,1764,107043,4,1,3,2,1,424072,107.043,4,12.86,2.801892896301626,2,4,3,1,0,0,1,1,0,FALSE,TRUE,TRUE,FALSE,0.73926,0,4,3,0,1,4,TRUE,0_tours,0
433369,1772,46831,4,3,1,1,1,433368,46.831,2,8.81,4.489162420382369,3,1,1,3,1,2,0,0,1,FALSE,TRUE,TRUE,FALSE,1,0,4,1,1,3,3,TRUE,0_tours,0
444273,1642,0,1,6,0,-8,1,444272,0,1,6.01,8.50021499584367,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,-0.03705,0,1,1,0,0,1,FALSE,0_tours,0
454497,1665,105164,2,1,2,2,1,454496,105.164,4,12.86,16.096364033293348,0,2,2,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,-0.28856665,0,2,2,0,0,2,TRUE,1_Eat,1
456665,1628,12744,2,3,0,1,1,456664,12.744,1,6.01,2.747305372796138,1,2,2,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.21031332,0,1,1,0,0,1,FALSE,0_tours,0
471489,1674,71087,8,1,3,3,1,471488,71.087,3,10.44,10.649940449769268,5,3,2,6,0,5,1,0,0,FALSE,TRUE,TRUE,FALSE,2.7345834,0,8,2,0,6,8,TRUE,1_Disc,1
479377,1700,99097,5,1,3,2,1,479376,99.097,3,10.44,9.6240817453378,3,4,4,1,1,0,0,2,0,FALSE,TRUE,FALSE,FALSE,-0.40401417,1,4,3,1,1,3,TRUE,0_tours,0
482345,2022,70652,5,1,3,3,1,482344,70.652,3,10.44,1.9941935629479626,2,5,4,1,0,0,1,2,0,FALSE,TRUE,TRUE,FALSE,3.8669167,0,5,4,0,1,5,TRUE,1_Disc,1
487721,2788,78873,3,3,3,3,1,487720,78.873,3,10.44,16.012676250373858,0,3,3,0,0,0,0,0,3,FALSE,TRUE,TRUE,FALSE,1.687085,0,3,3,0,0,3,TRUE,0_tours,0
487833,2788,2124,2,1,2,1,1,487832,2.124,1,6.01,6.5474129537554004,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0
488385,1808,126391,2,1,2,1,1,488384,126.391,4,12.86,17.2212767939028,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,1_Shop,1
489969,1852,80187,3,1,4,3,1,489968,80.187,3,10.44,4.432433683478607,0,3,3,0,0,0,0,3,0,FALSE,TRUE,TRUE,FALSE,3,0,3,3,0,0,3,TRUE,1_Visit,1
490593,1855,74209,3,3,2,2,1,490592,74.209,3,10.44,21.213641578120367,1,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,2,0,3,3,0,0,3,TRUE,0_tours,0
492705,1934,184845,6,1,2,2,1,492704,184.845,4,12.86,3.4868519465061674,4,2,2,4,0,4,0,0,0,FALSE,TRUE,TRUE,FALSE,2,1,5,1,0,4,5,TRUE,1_Main,1
494641,1887,42479,6,1,3,1,1,494640,42.479,2,8.81,31.672604826593886,5,2,2,4,1,3,0,0,1,FALSE,TRUE,TRUE,FALSE,1,1,5,2,0,3,5,TRUE,0_tours,0
496625,1961,45504,7,1,2,1,1,496624,45.504,2,8.81,9.409140611449436,6,2,2,5,1,4,0,0,0,FALSE,TRUE,TRUE,FALSE,1,1,6,2,1,4,5,TRUE,0_tours,0
497745,1964,116287,6,1,3,1,1,497744,116.287,4,12.86,5.491593742379765,5,2,2,4,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,6,2,2,4,4,TRUE,1_Disc,1
504713,1935,53305,5,1,2,2,1,504712,53.305,2,8.81,3.1154709025769445,3,2,2,3,2,1,0,0,2,FALSE,TRUE,TRUE,FALSE,2,0,4,1,2,3,2,TRUE,0_tours,0
517249,1919,89095,4,1,2,2,1,517248,89.095,3,10.44,1.5715107071379384,2,2,2,2,2,1,0,0,2,FALSE,TRUE,TRUE,FALSE,2,0,4,2,2,2,2,TRUE,0_tours,0
518601,2797,80856,3,1,4,2,1,518600,80.856,3,10.44,7.226349062676668,1,2,2,1,1,0,0,0,2,FALSE,TRUE,TRUE,FALSE,2,0,3,2,1,1,2,TRUE,0_tours,0
522945,2693,94068,8,1,2,1,1,522944,94.068,3,10.44,3.67453524371637,7,2,2,6,3,4,0,0,1,FALSE,TRUE,TRUE,FALSE,0.211,2,5,1,1,4,4,TRUE,0_tours,0
526081,2825,50975,6,1,2,1,1,526080,50.975,2,8.81,1.8512428295462449,5,2,2,4,1,4,0,0,2,FALSE,TRUE,TRUE,FALSE,0.49166667,3,6,2,1,4,5,TRUE,1_Main,1
534601,337,26549,5,2,0,1,1,534600,26.549,1,6.01,3.7227062326998883,4,3,3,2,2,0,0,2,1,FALSE,TRUE,TRUE,FALSE,0.6429167,0,4,2,2,2,2,TRUE,1_Main,1
543041,354,58621,2,2,0,1,1,543040,58.621,2,8.81,2.65517277068095,1,2,2,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,-0.067268334,0,2,2,0,0,2,TRUE,0_tours,0
550361,393,25487,3,2,1,0,1,550360,25.487,1,6.01,2.0024695736968545,3,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,-0.05899667,0,3,3,0,0,3,TRUE,0_tours,0
550537,412,40141,4,1,2,2,1,550536,40.141,2,8.81,5.439424501185772,2,4,3,1,0,0,1,0,0,FALSE,TRUE,TRUE,FALSE,0.69821334,0,4,3,0,1,4,TRUE,0_tours,0
555001,383,54351,5,1,3,2,1,555000,54.351,2,8.81,6.388235768899846,3,2,2,3,1,2,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.7676834,0,5,2,1,3,4,TRUE,0_tours,0
570593,2164,103234,5,1,1,2,1,570592,103.234,4,12.86,5.02594102630495,3,2,2,3,3,1,0,0,2,FALSE,TRUE,FALSE,FALSE,2,0,5,2,3,3,2,TRUE,0_tours,0
572385,2157,0,1,4,1,-8,1,572384,0,1,6.01,4.766067325289747,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0.50558335,0,1,1,0,0,1,FALSE,0_tours,0
574345,2136,54187,3,1,2,2,1,574344,54.187,2,8.81,10.150644296651903,1,3,3,0,0,0,0,1,0,FALSE,TRUE,TRUE,FALSE,1.164,0,3,3,0,0,3,TRUE,0_tours,0
585841,2221,41336,3,1,3,0,1,585840,41.336,2,8.81,16.718150048239032,3,3,3,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,3,3,0,0,3,TRUE,0_tours,0
592561,2272,0,1,6,1,-8,1,592560,0,1,6.01,3.0095580766774095,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,-0.11580333,0,1,1,0,0,1,FALSE,0_tours,0
594969,2274,148561,5,3,2,1,1,594968,148.561,4,12.86,4.903562798724385,4,5,2,3,0,0,3,0,0,FALSE,TRUE,FALSE,FALSE,0.6021666,0,5,2,0,3,5,TRUE,0_tours,0
598225,2293,164606,3,1,2,3,1,598224,164.606,4,12.86,50,0,3,3,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,0.784635,0,3,3,0,0,3,TRUE,0_tours,0
600401,2280,222627,5,1,3,2,1,600400,222.627,4,12.86,10.44301175804587,3,2,2,3,0,3,0,0,0,FALSE,TRUE,FALSE,FALSE,2,0,5,2,0,3,5,TRUE,0_tours,0
601809,2282,23788,3,1,0,3,1,601808,23.788,1,6.01,5.361187397256717,0,3,2,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,0.838565,0,2,1,0,1,2,TRUE,0_tours,0
605065,2297,0,1,4,1,-8,1,605064,0,1,6.01,4.645120342536322,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0
610849,2305,94515,4,1,3,3,1,610848,94.515,3,10.44,3.239466657826779,1,4,4,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,2.5139167,0,4,4,0,0,4,TRUE,0_tours,0
611137,2305,97059,2,1,2,0,1,611136,97.059,3,10.44,2.7666459011458904,2,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,2,2,0,0,2,TRUE,1_Main,1
627753,2139,195765,8,1,2,1,1,627752,195.765,4,12.86,14.255113146136777,7,3,2,6,1,4,1,0,0,FALSE,TRUE,TRUE,FALSE,1,2,7,2,0,5,7,TRUE,0_tours,0
634089,2484,38830,5,1,0,1,1,634088,38.83,2,8.81,4.446218238438946,4,2,2,3,2,1,0,0,1,FALSE,TRUE,TRUE,FALSE,1,1,4,1,2,3,2,TRUE,0_tours,0
637489,2492,141566,7,1,2,1,1,637488,141.566,4,12.86,6.5243300834432265,6,2,2,5,1,4,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.22830833,0,7,2,1,5,6,TRUE,0_tours,0
642305,2580,67143,6,1,1,2,1,642304,67.143,3,10.44,2.2578377024890144,4,2,2,4,2,2,0,0,2,FALSE,TRUE,FALSE,FALSE,0.9689867,4,2,1,0,1,2,TRUE,0_tours,0
643969,2590,87796,2,1,2,2,1,643968,87.796,3,10.44,9.33319055493195,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1.8499167,0,2,2,0,0,2,TRUE,0_tours,0
650633,2119,83683,4,3,4,3,1,650632,83.683,3,10.44,11.863564400022716,1,4,3,1,0,0,1,2,0,FALSE,TRUE,TRUE,FALSE,3,0,4,3,0,1,4,TRUE,0_tours,0
652329,2147,0,1,6,1,-8,1,652328,0,1,6.01,1.2973500248329979,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,0_tours,0
670905,2551,82879,8,1,3,1,1,670904,82.879,3,10.44,2.8056874693888827,7,2,2,6,2,5,0,0,0,FALSE,TRUE,TRUE,FALSE,0.46666667,1,7,2,1,5,6,TRUE,0_tours,0
685897,2349,88144,6,1,3,2,1,685896,88.144,3,10.44,2.974576538657302,4,5,5,1,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE,0.66375169999999994,0,2,1,0,1,2,TRUE,0_tours,0
694713,2373,669,6,3,1,1,1,694712,0.669,1,6.01,5.6475713035742565,5,6,6,0,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,0.90662664,0,6,6,0,0,6,TRUE,0_tours,0
702001,2404,131933,3,1,0,1,1,702000,131.933,4,12.86,1.1149810725882336,2,3,2,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,-0.008931667,0,1,1,0,0,1,FALSE,0_tours,0
704969,2411,106934,4,1,2,2,1,704968,106.934,4,12.86,35.05192570768571,2,4,3,1,0,0,1,0,1,FALSE,TRUE,TRUE,FALSE,-0.22587499,0,3,2,0,1,3,TRUE,0_tours,0
711873,2449,24066,8,3,1,0,1,711872,24.066,1,6.01,4.095598082990061,8,4,3,5,1,3,1,0,0,FALSE,TRUE,FALSE,FALSE,0,1,8,3,1,5,7,TRUE,1_Shop,1
723225,440,43585,2,1,2,0,1,723224,43.585,2,8.81,2.0478306137028515,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0
726945,426,132740,5,1,4,3,1,726944,132.74,4,12.86,3.8557357881046763,2,5,4,1,0,0,1,2,0,FALSE,TRUE,TRUE,FALSE,1.56642,0,5,4,0,1,5,TRUE,0_tours,0
727657,426,0,1,4,1,-8,1,727656,0,1,6.01,2.505470962099748,9,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0
730065,437,0,1,4,1,-8,1,730064,0,1,6.01,9.263487843469715,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,-0.18012333,0,1,1,0,0,1,FALSE,0_tours,0
739945,485,54350,5,1,0,1,1,739944,54.35,2,8.81,2.0528579650211145,4,2,2,3,1,3,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.11362667,0,5,2,1,3,4,TRUE,0_tours,0
750825,447,27661,4,3,2,1,1,750824,27.661,1,6.01,2.5232472091839324,3,2,2,2,1,1,0,0,1,FALSE,TRUE,TRUE,FALSE,0.86821336,1,3,1,1,2,2,TRUE,0_tours,0
750921,447,92391,7,1,2,2,1,750920,92.391,3,10.44,4.781301057771471,5,2,2,5,2,5,0,0,0,FALSE,TRUE,TRUE,FALSE,0.72823,1,6,2,1,4,5,TRUE,0_tours,0
771057,534,21031,2,1,2,0,1,771056,21.031,1,6.01,5.805823644127487,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0
787505,514,52573,3,3,3,3,1,787504,52.573,2,8.81,6.334980469173122,0,3,2,1,0,0,1,1,0,FALSE,TRUE,TRUE,FALSE,2.3495,0,3,2,0,1,3,TRUE,1_Disc,1
787945,515,76483,6,1,3,2,1,787944,76.483,3,10.44,22.46593569002874,4,2,2,4,1,3,0,0,0,FALSE,TRUE,TRUE,FALSE,2,1,5,2,0,3,5,TRUE,0_tours,0
788345,546,203249,4,1,3,3,1,788344,203.249,4,12.86,5.389277579894247,1,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,-0.48425502,0,4,4,0,0,4,TRUE,0_tours,0
788713,546,45257,3,1,2,1,1,788712,45.257,2,8.81,3.549851114550152,2,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.33424997,0,3,3,0,0,3,TRUE,1_Disc,1
789361,547,89794,4,1,2,2,1,789360,89.794,3,10.44,4.565484008505496,2,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.9118767,0,4,2,0,2,4,TRUE,0_tours,0
789377,547,74591,4,1,0,2,1,789376,74.591,3,10.44,7.431117040460589,2,2,2,2,2,0,0,0,2,FALSE,TRUE,TRUE,FALSE,0.80621165,2,1,1,0,0,1,FALSE,0_tours,0
796289,559,63195,3,1,2,1,1,796288,63.195,3,10.44,10.62189537408201,2,2,2,1,1,0,0,0,2,FALSE,TRUE,TRUE,FALSE,1,1,3,2,1,1,2,TRUE,0_tours,0
802593,577,110333,4,1,1,3,1,802592,110.333,4,12.86,5.830900837931248,1,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,3.2216666,0,4,4,0,0,4,TRUE,1_Visit,1
820585,622,159542,5,1,3,3,1,820584,159.542,4,12.86,1.6890589609181905,2,5,5,0,0,0,0,3,0,FALSE,TRUE,FALSE,FALSE,0.6167466,0,1,1,0,0,1,FALSE,0_tours,0
825097,620,216144,4,1,4,2,1,825096,216.144,4,12.86,7.002683725541993,2,4,3,1,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,1.3061666,0,4,3,0,1,4,TRUE,0_tours,0
3034,47,54350,2,3,2,0,1,3033,54.35,2,8.81,2.920733398498645,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,1_Eat,1
4274,53,119761,3,1,2,0,1,4273,119.761,4,12.86,9.22517387513131,3,3,3,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,3,3,0,0,3,TRUE,1_Shop,1
